kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_desa_kelurahan
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010001,WIDORO,35.01.01,DONOROJO,35.01.01.2001,WIDORO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010002,SAWAHAN,35.01.01,DONOROJO,35.01.01.2002,SAWAHAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010003,KALAK,35.01.01,DONOROJO,35.01.01.2003,KALAK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010004,SENDANG,35.01.01,DONOROJO,35.01.01.2004,SENDANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010005,KLEPU,35.01.01,DONOROJO,35.01.01.2005,KLEPU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010006,GEDOMPOL,35.01.01,DONOROJO,35.01.01.2006,GEDOMPOL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010007,CEMENG,35.01.01,DONOROJO,35.01.01.2007,CEMENG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010008,GENDARAN,35.01.01,DONOROJO,35.01.01.2008,GENDARAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010009,SUKODONO,35.01.01,DONOROJO,35.01.01.2009,SUKODONO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010010,SEKAR,35.01.01,DONOROJO,35.01.01.2010,SEKAR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010011,DONOROJO,35.01.01,DONOROJO,35.01.01.2011,DONOROJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501010,DONOROJO,3501010012,BELAH,35.01.01,DONOROJO,35.01.01.2012,BELAH
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030001,WATU KARUNG,35.01.02,PRINGKUKU,35.01.02.2003,WATUKARUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030002,DERSONO,35.01.02,PRINGKUKU,35.01.02.2001,DERSONO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030003,SUGIHWARAS,35.01.02,PRINGKUKU,35.01.02.2002,SUGIHWARAS
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030004,JLUBANG,35.01.02,PRINGKUKU,35.01.02.2004,JLUBANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030005,CANDI,35.01.02,PRINGKUKU,35.01.02.2005,CANDI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030006,POKO,35.01.02,PRINGKUKU,35.01.02.2006,POKO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030007,DADAPAN,35.01.02,PRINGKUKU,35.01.02.2007,DADAPAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030008,PRINGKUKU,35.01.02,PRINGKUKU,35.01.02.2008,PRINGKUKU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030009,SOBO,35.01.02,PRINGKUKU,35.01.02.2009,SOBO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030010,NGADIREJAN,35.01.02,PRINGKUKU,35.01.02.2010,NGADIREJAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030011,GLINGGANGAN,35.01.02,PRINGKUKU,35.01.02.2011,GLINGGANGAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030012,PELEM,35.01.02,PRINGKUKU,35.01.02.2012,PELEM
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501030,PRINGKUKU,3501030013,TAMANASRI,35.01.02,PRINGKUKU,35.01.02.2013,TAMANASRI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020001,BOMO,35.01.03,PUNUNG,35.01.03.2001,BOMO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020002,SOOKA,35.01.03,PUNUNG,35.01.03.2002,SOOKA
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020003,PUNUNG,35.01.03,PUNUNG,35.01.03.2003,PUNUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020004,MENDOLO KIDUL,35.01.03,PUNUNG,35.01.03.2004,MENDOLO KIDUL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020005,MENDOLO LOR,35.01.03,PUNUNG,35.01.03.2009,MENDOLO LOR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020006,KENDAL,35.01.03,PUNUNG,35.01.03.2006,KENDAL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020007,PITON,35.01.03,PUNUNG,35.01.03.2005,PITON
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020008,WARENG,35.01.03,PUNUNG,35.01.03.2007,WARENG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020009,MANTREN,35.01.03,PUNUNG,35.01.03.2008,MANTREN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020010,PLOSO,35.01.03,PUNUNG,35.01.03.2010,PLOSO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020011,GONDOSARI,35.01.03,PUNUNG,35.01.03.2011,GONDOSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020012,TINATAR,35.01.03,PUNUNG,35.01.03.2013,TINATAR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501020,PUNUNG,3501020013,KEBONSARI,35.01.03,PUNUNG,35.01.03.2012,KEBONSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040001,SIDOHARJO,35.01.04,PACITAN,35.01.04.1001,SIDOHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040002,PLOSO,35.01.04,PACITAN,35.01.04.1002,PLOSO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040003,KEMBANG,35.01.04,PACITAN,35.01.04.2003,KEMBANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040004,SUKOHARJO,35.01.04,PACITAN,35.01.04.2004,SUKOHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040005,KAYEN,35.01.04,PACITAN,35.01.04.2005,KAYEN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040006,SIRNOBOYO,35.01.04,PACITAN,35.01.04.2006,SIRNOBOYO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040007,ARJOWINANGUN,35.01.04,PACITAN,35.01.04.2007,ARJOWINANGUN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040008,BALEHARJO,35.01.04,PACITAN,35.01.04.1008,BALEHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040009,BANGUNSARI,35.01.04,PACITAN,35.01.04.2009,BANGUNSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040010,SEDENG,35.01.04,PACITAN,35.01.04.2010,SEDENG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040011,SUMBERHARJO,35.01.04,PACITAN,35.01.04.2011,SUMBERHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040012,PUCANGSEWU,35.01.04,PACITAN,35.01.04.1012,PUCANGSEWU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040013,PACITAN,35.01.04,PACITAN,35.01.04.1013,PACITAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040014,TANJUNGSARI,35.01.04,PACITAN,35.01.04.2014,TANJUNGSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040015,MENADI,35.01.04,PACITAN,35.01.04.2015,MENADI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040016,MENTORO,35.01.04,PACITAN,35.01.04.2016,MENTORO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040017,PURWOREJO,35.01.04,PACITAN,35.01.04.2017,PURWOREJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040018,NANGGUNGAN,35.01.04,PACITAN,35.01.04.2018,NANGGUNGAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040019,WIDORO,35.01.04,PACITAN,35.01.04.2019,WIDORO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040020,SEMANTEN,35.01.04,PACITAN,35.01.04.2020,SEMANTEN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040021,BANJARSARI,35.01.04,PACITAN,35.01.04.2022,BANJARSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040022,BOLOSINGO,35.01.04,PACITAN,35.01.04.2023,BOLOSINGO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040023,SAMBONG,35.01.04,PACITAN,35.01.04.2021,SAMBONG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040024,PONGGOK,35.01.04,PACITAN,35.01.04.2024,PONGGOK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501040,PACITAN,3501040025,TAMBAKREJO,35.01.04,PACITAN,35.01.04.2025,TAMBAKREJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050001,PLUMBUNGAN,35.01.05,KEBONAGUNG,35.01.05.2001,PLUMBUNGAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050002,KARANGNONGKO,35.01.05,KEBONAGUNG,35.01.05.2002,KARANGNONGKO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050003,KALIPELUS,35.01.05,KEBONAGUNG,35.01.05.2003,KALIPELUS
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050004,KATIPUGAL,35.01.05,KEBONAGUNG,35.01.05.2005,KATIPUGAL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050005,KLESEM,35.01.05,KEBONAGUNG,35.01.05.2006,KLESEM
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050006,SIDOMULYO,35.01.05,KEBONAGUNG,35.01.05.2007,SIDOMULYO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050007,WORAWARI,35.01.05,KEBONAGUNG,35.01.05.2008,WORAWARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050008,MANTREN,35.01.05,KEBONAGUNG,35.01.05.2009,MANTREN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050009,GAWANG,35.01.05,KEBONAGUNG,35.01.05.2010,GAWANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050010,KARANGANYAR,35.01.05,KEBONAGUNG,35.01.05.2004,KARANGANYAR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050011,KEBONAGUNG,35.01.05,KEBONAGUNG,35.01.05.2011,KEBONAGUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050012,PURWOASRI,35.01.05,KEBONAGUNG,35.01.05.2012,PURWOASRI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050013,BANJARJO,35.01.05,KEBONAGUNG,35.01.05.2013,BANJARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050014,GEMBUK,35.01.05,KEBONAGUNG,35.01.05.2014,GEMBUK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050015,SANGGRAHAN,35.01.05,KEBONAGUNG,35.01.05.2015,SANGGRAHAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050016,PUNJUNG,35.01.05,KEBONAGUNG,35.01.05.2016,PUNJUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050017,WONOGONDO,35.01.05,KEBONAGUNG,35.01.05.2017,WONOGONDO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050018,KETEPUNG,35.01.05,KEBONAGUNG,35.01.05.2018,KETEPUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501050,KEBONAGUNG,3501050019,KETRO,35.01.05,KEBONAGUNG,35.01.05.2019,KETRO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060001,MLATI,35.01.06,ARJOSARI,35.01.06.2001,MLATI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060002,SEDAYU,35.01.06,ARJOSARI,35.01.06.2002,SEDAYU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060003,TREMAS,35.01.06,ARJOSARI,35.01.06.2003,TREMAS
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060004,ARJOSARI,35.01.06,ARJOSARI,35.01.06.2004,ARJOSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060005,GUNUNGSARI,35.01.06,ARJOSARI,35.01.06.2005,GUNUNGSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060006,PAGUTAN,35.01.06,ARJOSARI,35.01.06.2006,PAGUTAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060007,GEMBONG,35.01.06,ARJOSARI,35.01.06.2007,GEMBONG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060008,BORANG,35.01.06,ARJOSARI,35.01.06.2008,BORANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060009,GEGERAN,35.01.06,ARJOSARI,35.01.06.2009,GEGERAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060010,KEDUNGBENDO,35.01.06,ARJOSARI,35.01.06.2010,KEDUNGBENDO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060011,MANGUNHARJO,35.01.06,ARJOSARI,35.01.06.2011,MANGUNHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060012,JETIS KIDUL,35.01.06,ARJOSARI,35.01.06.2012,JETISKIDUL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060013,TEMON,35.01.06,ARJOSARI,35.01.06.2013,TEMON
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060014,JATIMALANG,35.01.06,ARJOSARI,35.01.06.2017,JATIMALANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060015,GAYUHAN,35.01.06,ARJOSARI,35.01.06.2015,GAYUHAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060016,KARANGREJO,35.01.06,ARJOSARI,35.01.06.2016,KARANGREJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501060,ARJOSARI,3501060017,KARANGGEDE,35.01.06,ARJOSARI,35.01.06.2014,KARANGGEDE
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070001,GONDANG,35.01.07,NAWANGAN,35.01.07.2001,GONDANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070002,MUJING,35.01.07,NAWANGAN,35.01.07.2002,MUJING
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070003,SEMPU,35.01.07,NAWANGAN,35.01.07.2003,SEMPU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070004,NAWANGAN,35.01.07,NAWANGAN,35.01.07.2004,NAWANGAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070005,TOKAWI,35.01.07,NAWANGAN,35.01.07.2005,TOKAWI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070006,JETISLOR,35.01.07,NAWANGAN,35.01.07.2006,JETIS LOR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070007,PENGGUNG,35.01.07,NAWANGAN,35.01.07.2007,PENGGUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070008,PAKISBARU,35.01.07,NAWANGAN,35.01.07.2008,PAKIS BARU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501070,NAWANGAN,3501070009,NGROMO,35.01.07,NAWANGAN,35.01.07.2009,NGROMO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080001,PETUNGSINARANG,35.01.08,BANDAR,35.01.08.2001,PETUNGSINARANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080002,NGUNUT,35.01.08,BANDAR,35.01.08.2002,NGUNUT
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080003,BANDAR,35.01.08,BANDAR,35.01.08.2003,BANDAR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080004,KLEDUNG,35.01.08,BANDAR,35.01.08.2004,KLEDUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080005,TUMPUK,35.01.08,BANDAR,35.01.08.2005,TUMPUK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080006,WATUPATOK,35.01.08,BANDAR,35.01.08.2006,WATUPATOK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080007,BANGUNSARI,35.01.08,BANDAR,35.01.08.2007,BANGUNSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501080,BANDAR,3501080008,JERUK,35.01.08,BANDAR,35.01.08.2008,JERUK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090001,KEBONDALEM,35.01.09,TEGALOMBO,35.01.09.2001,KEBONDALEM
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090002,GEDANGAN,35.01.09,TEGALOMBO,35.01.09.2002,GEDANGAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090003,NGRECO,35.01.09,TEGALOMBO,35.01.09.2003,NGRECO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090004,KASIHAN,35.01.09,TEGALOMBO,35.01.09.2004,KASIHAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090005,PUCANGOMBO,35.01.09,TEGALOMBO,35.01.09.2005,PUCANGOMBO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090006,GEMAHARJO,35.01.09,TEGALOMBO,35.01.09.2006,GEMAHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090007,PLOSO,35.01.09,TEGALOMBO,35.01.09.2007,PLOSO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090008,TEGALOMBO,35.01.09,TEGALOMBO,35.01.09.2008,TEGALOMBO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090009,KEMUNING,35.01.09,TEGALOMBO,35.01.09.2009,KEMUNING
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090010,TAHUNAN,35.01.09,TEGALOMBO,35.01.09.2010,TAHUNAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501090,TEGALOMBO,3501090011,TAHUNAN BARU,35.01.09,TEGALOMBO,35.01.09.2011,TAHUNAN BARU
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100001,JETAK,35.01.10,TULAKAN,35.01.10.2001,JETAK
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100002,NGLARAN,35.01.10,TULAKAN,35.01.10.2002,NGLARAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100003,WONOANTI,35.01.10,TULAKAN,35.01.10.2003,WONOANTI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100004,PADI,35.01.10,TULAKAN,35.01.10.2004,PADI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100005,KLUWIH,35.01.10,TULAKAN,35.01.10.2005,KLUWIH
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100006,BUNGUR,35.01.10,TULAKAN,35.01.10.2006,BUNGUR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100007,TULAKAN,35.01.10,TULAKAN,35.01.10.2007,TULAKAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100008,JATIGUNUNG,35.01.10,TULAKAN,35.01.10.2008,JATIGUNUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100009,KALIKUNING,35.01.10,TULAKAN,35.01.10.2010,KALIKUNING
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100010,GASANG,35.01.10,TULAKAN,35.01.10.2009,GASANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100011,NGILE,35.01.10,TULAKAN,35.01.10.2011,NGILE
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100012,BUBAKAN,35.01.10,TULAKAN,35.01.10.2012,BUBAKAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100013,LOSARI,35.01.10,TULAKAN,35.01.10.2013,LOSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100014,NGUMBUL,35.01.10,TULAKAN,35.01.10.2014,NGUMBUL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100015,WONOSIDI,35.01.10,TULAKAN,35.01.10.2015,WONOSIDI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501100,TULAKAN,3501100016,KETRO,35.01.10,TULAKAN,35.01.10.2016,KETRO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110001,SIDOMULYO,35.01.11,NGADIROJO,35.01.11.2001,SIDOMULYO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110002,HADIWARNO,35.01.11,NGADIROJO,35.01.11.2002,HADIWARNO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110003,TANJUNGPURO,35.01.11,NGADIROJO,35.01.11.2003,TANJUNGPURO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110004,HADILUWIH,35.01.11,NGADIROJO,35.01.11.2004,HADILUWIH
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110005,PAGEREJO,35.01.11,NGADIROJO,35.01.11.2005,PAGEREJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110006,WIYORO,35.01.11,NGADIROJO,35.01.11.2006,WIYORO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110007,NGADIROJO,35.01.11,NGADIROJO,35.01.11.2007,NGADIROJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110008,BOGOHARJO,35.01.11,NGADIROJO,35.01.11.2008,BOGOHARJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110009,COKROKEMBANG,35.01.11,NGADIROJO,35.01.11.2009,COKROKEMBANG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110010,BODAG,35.01.11,NGADIROJO,35.01.11.2010,BODAG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110011,TANJUNGLOR,35.01.11,NGADIROJO,35.01.11.2011,TANJUNGLOR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110012,NOGOSARI,35.01.11,NGADIROJO,35.01.11.2012,NOGOSARI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110013,CANGKRING,35.01.11,NGADIROJO,35.01.11.2013,CANGKRING
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110014,WONODADI KULON,35.01.11,NGADIROJO,35.01.11.2015,WONODADI KULON
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110015,WONODADI WETAN,35.01.11,NGADIROJO,35.01.11.2014,WONODADI WETAN
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110016,WONOKARTO,35.01.11,NGADIROJO,35.01.11.2016,WONOKARTO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110017,WONOSOBO,35.01.11,NGADIROJO,35.01.11.2017,WONOSOBO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501110,NGADIROJO,3501110018,WONOASRI,35.01.11,NGADIROJO,35.01.11.2018,WONOASRI
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501120,SUDIMORO,3501120001,PAGER KIDUL,35.01.12,SUDIMORO,35.01.12.2001,PAGERKIDUL
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501120,SUDIMORO,3501120002,PAGER LOR,35.01.12,SUDIMORO,35.01.12.2002,PAGERLOR
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501120,SUDIMORO,3501120003,SUKOREJO,35.01.12,SUDIMORO,35.01.12.2003,SUKOREJO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501120,SUDIMORO,3501120004,SUDIMORO,35.01.12,SUDIMORO,35.01.12.2004,SUDIMORO
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501120,SUDIMORO,3501120005,KETANGGUNG,35.01.12,SUDIMORO,35.01.12.2005,KETANGGUNG
35,JAWA TIMUR,3501,KABUPATEN PACITAN,3501120,SUDIMORO,3501120006,KLEPU,35.01.12,SUDIMORO,35.01.12.2006,KLEPU
