kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_desa_kelurahan
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060003,KEDUNGBANTENG,35.07.04,SUMBERMANJING WETAN,35.07.04.2006,KEDUNGBANTENG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060004,TAMBAKASRI,35.07.04,SUMBERMANJING WETAN,35.07.04.2001,TAMBAKASRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060005,TEGALREJO,35.07.04,SUMBERMANJING WETAN,35.07.04.2002,TEGALREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060006,RINGINKEMBAR,35.07.04,SUMBERMANJING WETAN,35.07.04.2005,RINGINKEMBAR
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060007,SUMBERAGUNG,35.07.04,SUMBERMANJING WETAN,35.07.04.2008,SUMBERAGUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060008,HARJOKUNCARAN,35.07.04,SUMBERMANJING WETAN,35.07.04.2010,HARJOKUNCARAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060009,ARGOTIRTO,35.07.04,SUMBERMANJING WETAN,35.07.04.2009,ARGOTIRTO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060010,RINGINSARI,35.07.04,SUMBERMANJING WETAN,35.07.04.2012,RINGINSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060011,DRUJU,35.07.04,SUMBERMANJING WETAN,35.07.04.2013,DRUJU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060012,SUMBERMANJING WETAN,35.07.04,SUMBERMANJING WETAN,35.07.04.2011,SUMBERMANJING WETAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060013,KLEPU,35.07.04,SUMBERMANJING WETAN,35.07.04.2004,KLEPU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060014,SEKARBANYU,35.07.04,SUMBERMANJING WETAN,35.07.04.2003,SEKARBANYU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507060,SUMBERMANJING,3507060015,SIDOASRI,35.07.04,SUMBERMANJING WETAN,35.07.04.2015,SIDOASRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070001,SUKODONO,35.07.05,DAMPIT,35.07.05.2001,SUKODONO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070002,SRIMULYO,35.07.05,DAMPIT,35.07.05.2003,SRIMULYO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070003,BATURETNO,35.07.05,DAMPIT,35.07.05.2004,BATURETNO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070004,BUMIREJO,35.07.05,DAMPIT,35.07.05.2005,BUMIREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070005,SUMBERSUKO,35.07.05,DAMPIT,35.07.05.2002,SUMBERSUKO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070006,AMADANOM,35.07.05,DAMPIT,35.07.05.2006,AMANDANOM
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070007,DAMPIT,35.07.05,DAMPIT,35.07.05.1007,DAMPIT
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070008,PAMOTAN,35.07.05,DAMPIT,35.07.05.2008,PAMOTAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070009,MAJANGTENGAH,35.07.05,DAMPIT,35.07.05.2009,MAJANGTENGAH
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070010,REMBUN,35.07.05,DAMPIT,35.07.05.2010,REMBUN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070011,POJOK,35.07.05,DAMPIT,35.07.05.2011,POJOK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507070,DAMPIT,3507070012,JAMBANGAN,35.07.05,DAMPIT,35.07.05.2012,JAMBANGAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090001,LEBAKHARJO,35.07.06,AMPELGADING,35.07.06.2001,LEBAKHARJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090002,WIROTAMAN,35.07.06,AMPELGADING,35.07.06.2002,WIROTAMAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090003,TAMANASRI,35.07.06,AMPELGADING,35.07.06.2003,TAMANASRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090004,SONOWANGI,35.07.06,AMPELGADING,35.07.06.2013,SONOWANGI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090005,TIRTOMARTO,35.07.06,AMPELGADING,35.07.06.2004,TIRTOMARTO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090006,PURWOHARJO,35.07.06,AMPELGADING,35.07.06.2005,PURWOHARJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090007,SIDORENGGO,35.07.06,AMPELGADING,35.07.06.2006,SIDORENGGO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090008,TIRTOMOYO,35.07.06,AMPELGADING,35.07.06.2007,TIRTOMOYO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090009,TAWANGAGUNG,35.07.06,AMPELGADING,35.07.06.2010,TAWANGAGUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090010,SIMOJAYAN,35.07.06,AMPELGADING,35.07.06.2011,SIMOJAYAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090011,ARGOYUWONO,35.07.06,AMPELGADING,35.07.06.2008,ARGOYUWONO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090012,MULYOASRI,35.07.06,AMPELGADING,35.07.06.2009,MULYOASRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507090,AMPELGADING,3507090013,TAMANSARI,35.07.06,AMPELGADING,35.07.06.2012,TAMANSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100012,BELUNG,35.07.07,PONCOKUSUMO,35.07.07.2013,BELUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100001,DAWUHAN,35.07.07,PONCOKUSUMO,35.07.07.2001,DAWUHAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100002,SUMBEREJO,35.07.07,PONCOKUSUMO,35.07.07.2002,SUMBEREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100003,PANDANSARI,35.07.07,PONCOKUSUMO,35.07.07.2003,PANDANSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100004,NGADIRESO,35.07.07,PONCOKUSUMO,35.07.07.2004,NGADIRESO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100005,KARANGANYAR,35.07.07,PONCOKUSUMO,35.07.07.2007,KARANGANYAR
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100006,JAMBESARI,35.07.07,PONCOKUSUMO,35.07.07.2008,JAMBESARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100007,PAJARAN,35.07.07,PONCOKUSUMO,35.07.07.2010,PAJARAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100008,ARGOSUKO,35.07.07,PONCOKUSUMO,35.07.07.2011,ARGOSUKO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100009,NGEBRUK,35.07.07,PONCOKUSUMO,35.07.07.2009,NGEBRUK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100010,KARANGNONGKO,35.07.07,PONCOKUSUMO,35.07.07.2006,KARANGNONGKO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100011,WONOMULYO,35.07.07,PONCOKUSUMO,35.07.07.2012,WONOMULYO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100013,WONOREJO,35.07.07,PONCOKUSUMO,35.07.07.2005,WONOREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100014,PONCOKUSUMO,35.07.07,PONCOKUSUMO,35.07.07.2015,PONCOKUSUMO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100015,WRINGINANOM,35.07.07,PONCOKUSUMO,35.07.07.2014,WRINGINANOM
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100016,GUBUKKLAKAH,35.07.07,PONCOKUSUMO,35.07.07.2016,GUBUGKLAKAH
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507100,PONCOKUSUMO,3507100017,NGADAS,35.07.07,PONCOKUSUMO,35.07.07.2017,NGADAS
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110001,SUMBERPUTIH,35.07.08,WAJAK,35.07.08.2001,SUMBERPUTIH
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110002,WONOAYU,35.07.08,WAJAK,35.07.08.2002,WONOAYU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110003,BAMBANG,35.07.08,WAJAK,35.07.08.2003,BAMBANG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110004,BRINGIN,35.07.08,WAJAK,35.07.08.2004,BRINGIN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110005,DADAPAN,35.07.08,WAJAK,35.07.08.2005,DADAPAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110006,PATOKPICIS,35.07.08,WAJAK,35.07.08.2006,PATOKPICIS
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110007,BLAYU,35.07.08,WAJAK,35.07.08.2007,BLAYU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110008,CODO,35.07.08,WAJAK,35.07.08.2008,CODO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110009,SUKOLILO,35.07.08,WAJAK,35.07.08.2009,SUKOLILO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110010,KIDANGBANG,35.07.08,WAJAK,35.07.08.2010,KIDANGBANG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110011,SUKOANYAR,35.07.08,WAJAK,35.07.08.2011,SUKOANYAR
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110012,WAJAK,35.07.08,WAJAK,35.07.08.2012,WAJAK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507110,WAJAK,3507110013,NGEMBAL,35.07.08,WAJAK,35.07.08.2013,NGEMBAL
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120001,KEMULAN,35.07.09,TUREN,35.07.09.2002,KEMULAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120002,TAWANGREJENI,35.07.09,TUREN,35.07.09.2001,TAWANGREJENI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120003,SAWAHAN,35.07.09,TUREN,35.07.09.2003,SAWAHAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120004,UNDAAN,35.07.09,TUREN,35.07.09.2004,UNDAAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120005,GEDOG KULON,35.07.09,TUREN,35.07.09.2005,GEDOK KULON
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120006,GEDOG WETAN,35.07.09,TUREN,35.07.09.2006,GEDOK WETAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120007,TALOK,35.07.09,TUREN,35.07.09.2007,TALOK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120008,SEDAYU,35.07.09,TUREN,35.07.09.1008,SEDAYU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120009,TANGGUNG,35.07.09,TUREN,35.07.09.2009,TANGGUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120010,JERU,35.07.09,TUREN,35.07.09.2010,JERU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120011,TUREN,35.07.09,TUREN,35.07.09.1011,TUREN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120012,PAGEDANGAN,35.07.09,TUREN,35.07.09.2012,PAGEDANGAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120013,SANANKERTO,35.07.09,TUREN,35.07.09.2013,SANANKERTO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120014,SANANREJO,35.07.09,TUREN,35.07.09.2014,SANANREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120015,KEDOK,35.07.09,TUREN,35.07.09.2015,KEDOK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120016,TALANGSUKO,35.07.09,TUREN,35.07.09.2016,TALANGSUKO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507120,TUREN,3507120017,TUMPUKRENTENG,35.07.09,TUREN,35.07.09.2017,TUMPUKRENTENG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140001,SUKOREJO,35.07.10,GONDANGLEGI,35.07.10.2005,SUKOREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140002,BULUPITU,35.07.10,GONDANGLEGI,35.07.10.2006,BULUPITU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140003,SUKOSARI,35.07.10,GONDANGLEGI,35.07.10.2003,SUKOSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140004,PANGGUNGREJO,35.07.10,GONDANGLEGI,35.07.10.2007,PANGGUNGREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140005,GONDANGLEGI KULON,35.07.10,GONDANGLEGI,35.07.10.2002,GONDANGLEGI KULON
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140006,GONDANGLEGI WETAN,35.07.10,GONDANGLEGI,35.07.10.2004,GONDANGLEGI WETAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140007,SEPANJANG,35.07.10,GONDANGLEGI,35.07.10.2014,SEPANJANG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140008,PUTAT KIDUL,35.07.10,GONDANGLEGI,35.07.10.2001,PUTAT KIDUL
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140009,PUTAT LOR,35.07.10,GONDANGLEGI,35.07.10.2009,PUTAT LOR
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140010,UREK UREK,35.07.10,GONDANGLEGI,35.07.10.2010,UREK - UREK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140011,KETAWANG,35.07.10,GONDANGLEGI,35.07.10.2011,KETAWANG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140012,GANJARAN,35.07.10,GONDANGLEGI,35.07.10.2008,GANJARAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140013,PUTUKREJO,35.07.10,GONDANGLEGI,35.07.10.2012,PUTUKREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507140,GONDANGLEGI,3507140014,SUMBERJAYA,35.07.10,GONDANGLEGI,35.07.10.2013,SUMBERJAYA
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020001,ARJOSARI,35.07.11,KALIPARE,35.07.11.2006,ARJOSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020002,TUMPAKREJO,35.07.11,KALIPARE,35.07.11.2005,TUMPAKREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020003,KALIASRI,35.07.11,KALIPARE,35.07.11.2009,KALIASRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020004,PUTUKREJO,35.07.11,KALIPARE,35.07.11.2001,PUTUKREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020005,SUMBERPETUNG,35.07.11,KALIPARE,35.07.11.2003,SUMBERPETUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020006,KALIPARE,35.07.11,KALIPARE,35.07.11.2002,KALIPARE
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020007,SUKOWILANGUN,35.07.11,KALIPARE,35.07.11.2004,SUKOWILANGUN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020008,ARJOWILANGUN,35.07.11,KALIPARE,35.07.11.2008,ARJOWILANGUN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507020,KALIPARE,3507020009,KALIREJO,35.07.11,KALIPARE,35.07.11.2007,KALIREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170001,KARANGKATES,35.07.12,SUMBERPUCUNG,35.07.12.2007,KARANGKATES
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170002,SUMBERPUCUNG,35.07.12,SUMBERPUCUNG,35.07.12.2006,SUMBERPUCUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170003,JATIGUWI,35.07.12,SUMBERPUCUNG,35.07.12.2005,JATIGUWI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170004,SAMBIGEDE,35.07.12,SUMBERPUCUNG,35.07.12.2003,SAMBIGEDE
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170005,SENGGRENG,35.07.12,SUMBERPUCUNG,35.07.12.2002,SENGGRENG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170006,TERNYANG,35.07.12,SUMBERPUCUNG,35.07.12.2001,TERNYANG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507170,SUMBER PUCUNG,3507170007,NGEBRUK,35.07.12,SUMBERPUCUNG,35.07.12.2004,NGEBRUG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160001,JENGGOLO,35.07.13,KEPANJEN,35.07.13.2004,JENGGOLO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160002,SENGGURUH,35.07.13,KEPANJEN,35.07.13.2002,SENGGURUH
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160003,KEMIRI,35.07.13,KEPANJEN,35.07.13.2001,KEMIRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160004,TEGALSARI,35.07.13,KEPANJEN,35.07.13.2006,TEGALSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160005,MANGUNREJO,35.07.13,KEPANJEN,35.07.13.2003,MANGUNREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160006,PANGGUNGREJO,35.07.13,KEPANJEN,35.07.13.2008,PANGGUNGREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160007,KEDUNGPEDARINGAN,35.07.13,KEPANJEN,35.07.13.2005,KEDUNGPEDARINGAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160008,PENARUKAN,35.07.13,KEPANJEN,35.07.13.1007,PANARUKAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160009,CEPOKOMULYO,35.07.13,KEPANJEN,35.07.13.1009,CEPOKOMULYO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160010,KEPANJEN,35.07.13,KEPANJEN,35.07.13.1010,KEPANJEN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160011,TALANGAGUNG,35.07.13,KEPANJEN,35.07.13.2011,TALANGAGUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160012,DILEM,35.07.13,KEPANJEN,35.07.13.2012,DILEM
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160013,ARDIREJO,35.07.13,KEPANJEN,35.07.13.1013,ARDIREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160014,SUKORAHARJO,35.07.13,KEPANJEN,35.07.13.2014,SUKORAHARJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160015,CURUNG REJO,35.07.13,KEPANJEN,35.07.13.2015,CURUNGREJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160016,JATIREJOYOSO,35.07.13,KEPANJEN,35.07.13.2016,JATIREJOYOSO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160017,NGADILANGKUNG,35.07.13,KEPANJEN,35.07.13.2017,NGADILANGKUNG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507160,KEPANJEN,3507160018,MOJOSARI,35.07.13,KEPANJEN,35.07.13.2018,MOJOSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130001,SUKONOLO,35.07.14,BULULAWANG,35.07.14.2006,SUKONOLO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130002,GADING,35.07.14,BULULAWANG,35.07.14.2005,GADING
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130003,KREBET,35.07.14,BULULAWANG,35.07.14.2004,KREBET
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130004,BAKALAN,35.07.14,BULULAWANG,35.07.14.2003,BAKALAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130005,SUDIMORO,35.07.14,BULULAWANG,35.07.14.2001,SUDIMORO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130006,KASRI,35.07.14,BULULAWANG,35.07.14.2002,KASRI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130007,PRINGU,35.07.14,BULULAWANG,35.07.14.2014,PRINGU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130008,KASEMBON,35.07.14,BULULAWANG,35.07.14.2013,KASEMBON
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130009,KUWOLU,35.07.14,BULULAWANG,35.07.14.2012,KUWOLU
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130010,KREBET SENGGRONG,35.07.14,BULULAWANG,35.07.14.2011,KREBET SENGGRONG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130011,LUMBANGSARI,35.07.14,BULULAWANG,35.07.14.2007,LUMBANGSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130012,WANDANPURO,35.07.14,BULULAWANG,35.07.14.2008,WANDANPURO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130013,BULULAWANG,35.07.14,BULULAWANG,35.07.14.2010,BULULAWANG
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507130,BULULAWANG,3507130014,SEMPALWADAK,35.07.14,BULULAWANG,35.07.14.2009,SEMPALWADAK
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230001,TAMBAKASRI,35.07.15,TAJINAN,35.07.15.2012,TAMBAKSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230002,TANGKILSARI,35.07.15,TAJINAN,35.07.15.2010,TANGKILSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230003,JAMBEARJO,35.07.15,TAJINAN,35.07.15.2009,JAMBEARJO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230004,JATISARI,35.07.15,TAJINAN,35.07.15.2006,JATISARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230005,PANDANMULYO,35.07.15,TAJINAN,35.07.15.2005,PANDANMULYO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230006,NGAWONGGO,35.07.15,TAJINAN,35.07.15.2004,NGAWONGGO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230007,PURWOSEKAR,35.07.15,TAJINAN,35.07.15.2003,PURWOSEKAR
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230008,GUNUNGRONGGO,35.07.15,TAJINAN,35.07.15.2002,GUNUNGRONGGO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230009,GUNUNGSARI,35.07.15,TAJINAN,35.07.15.2001,GUNUNGSARI
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230010,TAJINAN,35.07.15,TAJINAN,35.07.15.2007,TAJINAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230011,RANDUGADING,35.07.15,TAJINAN,35.07.15.2008,RANDUGADING
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507230,TAJINAN,3507230012,SUMBERSUKO,35.07.15,TAJINAN,35.07.15.2011,SUMBERSUKO
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507240,TUMPANG,3507240001,NGINGIT,35.07.16,TUMPANG,35.07.16.2001,NGINGIT
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507240,TUMPANG,3507240002,KIDAL,35.07.16,TUMPANG,35.07.16.2002,KIDAL
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507240,TUMPANG,3507240003,KAMBINGAN,35.07.16,TUMPANG,35.07.16.2003,KAMBINGAN
35,JAWA TIMUR,3507,KABUPATEN MALANG,3507240,TUMPANG,3507240004,PANDANAJENG,35.07.16,TUMPANG,35.07.16.2004,PANDANAJENG
